method,instance,seed,timestep,mean_makespan
ABL_HGT-1Layer,FT06,0,8064,63.0
ABL_HGT-1Layer,FT06,0,16128,85.0
ABL_HGT-1Layer,FT06,0,24048,67.0
ABL_HGT-1Layer,FT06,0,32112,66.0
ABL_HGT-1Layer,FT06,0,40032,64.0
ABL_HGT-1Layer,FT06,0,48096,82.0
ABL_HGT-1Layer,FT06,0,50112,65.0
