method,instance,seed,timestep,mean_makespan
HomoHGT,FT10,1,8000,2900.0
HomoHGT,FT10,1,16000,2775.0
HomoHGT,FT10,1,24000,2652.0
HomoHGT,FT10,1,32000,1936.0
HomoHGT,FT10,1,40000,1959.0
HomoHGT,FT10,1,48000,1402.0
HomoHGT,FT10,1,50000,1488.0
