method,instance,seed,timestep,mean_makespan
HomoHGT,FT10,3,8000,2531.0
HomoHGT,FT10,3,16000,1809.0
HomoHGT,FT10,3,24000,1579.0
HomoHGT,FT10,3,32000,1513.0
HomoHGT,FT10,3,40000,1882.0
HomoHGT,FT10,3,48000,1384.0
HomoHGT,FT10,3,50000,1437.0
