method,instance,seed,timestep,mean_makespan
HomoHGT,FT10,0,8000,2695.0
HomoHGT,FT10,0,16000,2105.0
HomoHGT,FT10,0,24000,1848.0
HomoHGT,FT10,0,32000,2088.0
HomoHGT,FT10,0,40000,1567.0
HomoHGT,FT10,0,48000,1624.0
HomoHGT,FT10,0,50000,1556.0
