method,instance,seed,timestep,mean_makespan
ABL_HGT-1Layer,FT06,1,8064,68.0
ABL_HGT-1Layer,FT06,1,16128,70.0
ABL_HGT-1Layer,FT06,1,24048,75.0
ABL_HGT-1Layer,FT06,1,32112,63.0
ABL_HGT-1Layer,FT06,1,40032,62.0
ABL_HGT-1Layer,FT06,1,48096,64.0
ABL_HGT-1Layer,FT06,1,50112,66.0
