method,instance,seed,timestep,mean_makespan
HomoHGT,FT10,2,8000,2336.0
HomoHGT,FT10,2,16000,2140.0
HomoHGT,FT10,2,24000,1788.0
HomoHGT,FT10,2,32000,1800.0
HomoHGT,FT10,2,40000,2315.0
HomoHGT,FT10,2,48000,2202.0
HomoHGT,FT10,2,50000,2009.0
